draft_year,overall_pick,round,pick,name,position,college,conference,nfl_team,height,weight,pre_draft_ranking,pre_draft_grade,Y0_college,Y0_season,Y0_defensive_PD,Y0_defensive_QB HUR,Y0_defensive_SACKS,Y0_defensive_SOLO,Y0_defensive_TD,Y0_defensive_TFL,Y0_defensive_TOT,Y0_fumbles_FUM,Y0_fumbles_LOST,Y0_fumbles_REC,Y1_college,Y1_season,Y1_interceptions_AVG,Y1_interceptions_INT,Y1_interceptions_TD,Y1_interceptions_YDS,Y1_puntReturns_AVG,Y1_puntReturns_LONG,Y1_puntReturns_NO,Y1_puntReturns_TD,Y1_puntReturns_YDS,Y0_passing_ATT,Y0_passing_COMPLETIONS,Y0_passing_INT,Y0_passing_PCT,Y0_passing_TD,Y0_passing_YDS,Y0_passing_YPA,Y0_receiving_LONG,Y0_receiving_REC,Y0_receiving_TD,Y0_receiving_YDS,Y0_receiving_YPR,Y0_rushing_CAR,Y0_rushing_LONG,Y0_rushing_TD,Y0_rushing_YDS,Y0_rushing_YPC,Y1_receiving_LONG,Y1_receiving_REC,Y1_receiving_TD,Y1_receiving_YDS,Y1_receiving_YPR,Y1_rushing_CAR,Y1_rushing_LONG,Y1_rushing_TD,Y1_rushing_YDS,Y1_rushing_YPC,Y2_college,Y2_season,Y2_kickReturns_AVG,Y2_kickReturns_LONG,Y2_kickReturns_NO,Y2_kickReturns_TD,Y2_kickReturns_YDS,Y2_receiving_LONG,Y2_receiving_REC,Y2_receiving_TD,Y2_receiving_YDS,Y2_receiving_YPR,Y2_rushing_CAR,Y2_rushing_LONG,Y2_rushing_TD,Y2_rushing_YDS,Y2_rushing_YPC,Y0_kickReturns_AVG,Y0_kickReturns_LONG,Y0_kickReturns_NO,Y0_kickReturns_TD,Y0_kickReturns_YDS,Y1_passing_ATT,Y1_passing_COMPLETIONS,Y1_passing_INT,Y1_passing_PCT,Y1_passing_TD,Y1_passing_YDS,Y1_passing_YPA,Y2_passing_ATT,Y2_passing_COMPLETIONS,Y2_passing_INT,Y2_passing_PCT,Y2_passing_TD,Y2_passing_YDS,Y2_passing_YPA,Y3_college,Y3_season,Y3_receiving_LONG,Y3_receiving_REC,Y3_receiving_TD,Y3_receiving_YDS,Y3_receiving_YPR,Y3_rushing_CAR,Y3_rushing_LONG,Y3_rushing_TD,Y3_rushing_YDS,Y3_rushing_YPC,Y0_interceptions_AVG,Y0_interceptions_INT,Y0_interceptions_TD,Y0_interceptions_YDS,Y0_puntReturns_AVG,Y0_puntReturns_LONG,Y0_puntReturns_NO,Y0_puntReturns_TD,Y0_puntReturns_YDS,Y1_kickReturns_AVG,Y1_kickReturns_LONG,Y1_kickReturns_NO,Y1_kickReturns_TD,Y1_kickReturns_YDS,Y2_puntReturns_AVG,Y2_puntReturns_LONG,Y2_puntReturns_NO,Y2_puntReturns_TD,Y2_puntReturns_YDS,Y2_interceptions_AVG,Y2_interceptions_INT,Y2_interceptions_TD,Y2_interceptions_YDS,Y3_kickReturns_AVG,Y3_kickReturns_LONG,Y3_kickReturns_NO,Y3_kickReturns_TD,Y3_kickReturns_YDS,Y3_puntReturns_AVG,Y3_puntReturns_LONG,Y3_puntReturns_NO,Y3_puntReturns_TD,Y3_puntReturns_YDS,Y0_punting_In 20,Y0_punting_LONG,Y0_punting_NO,Y0_punting_TB,Y0_punting_YDS,Y0_punting_YPP,Y1_punting_In 20,Y1_punting_LONG,Y1_punting_NO,Y1_punting_TB,Y1_punting_YDS,Y1_punting_YPP,Y3_interceptions_AVG,Y3_interceptions_INT,Y3_interceptions_TD,Y3_interceptions_YDS,Y3_passing_ATT,Y3_passing_COMPLETIONS,Y3_passing_INT,Y3_passing_PCT,Y3_passing_TD,Y3_passing_YDS,Y3_passing_YPA,Y0_kicking_FGA,Y0_kicking_FGM,Y0_kicking_LONG,Y0_kicking_PCT,Y0_kicking_PTS,Y0_kicking_XPA,Y0_kicking_XPM,Y1_kicking_FGA,Y1_kicking_FGM,Y1_kicking_LONG,Y1_kicking_PCT,Y1_kicking_PTS,Y1_kicking_XPA,Y1_kicking_XPM,Y2_kicking_FGA,Y2_kicking_FGM,Y2_kicking_LONG,Y2_kicking_PCT,Y2_kicking_PTS,Y2_kicking_XPA,Y2_kicking_XPM,Y3_kicking_FGA,Y3_kicking_FGM,Y3_kicking_LONG,Y3_kicking_PCT,Y3_kicking_PTS,Y3_kicking_XPA,Y3_kicking_XPM,Y1_fumbles_FUM,Y1_fumbles_LOST,Y1_fumbles_REC,Y1_defensive_PD,Y1_defensive_QB HUR,Y1_defensive_SACKS,Y1_defensive_SOLO,Y1_defensive_TD,Y1_defensive_TFL,Y1_defensive_TOT,Y2_punting_In 20,Y2_punting_LONG,Y2_punting_NO,Y2_punting_TB,Y2_punting_YDS,Y2_punting_YPP,Y3_punting_In 20,Y3_punting_LONG,Y3_punting_NO,Y3_punting_TB,Y3_punting_YDS,Y3_punting_YPP,Y2_defensive_PD,Y2_defensive_QB HUR,Y2_defensive_SACKS,Y2_defensive_SOLO,Y2_defensive_TD,Y2_defensive_TFL,Y2_defensive_TOT,Y2_fumbles_FUM,Y2_fumbles_LOST,Y2_fumbles_REC,Y3_fumbles_FUM,Y3_fumbles_LOST,Y3_fumbles_REC,Y3_defensive_PD,Y3_defensive_QB HUR,Y3_defensive_SACKS,Y3_defensive_SOLO,Y3_defensive_TD,Y3_defensive_TFL,Y3_defensive_TOT
2025,12,1,12,Tyler Booker,Offensive Guard,Alabama,SEC,Dallas,77.0,321.0,51.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,13,1,13,Kenneth Grant,Defensive Tackle,Michigan,Big Ten,Miami,76.0,331.0,27.0,88.0,Michigan,2024.0,5.0,3.0,3.0,18.0,0.0,6.5,32.0,1.0,1.0,2.0,Michigan,2023.0,-3.0,1.0,0.0,-3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,3.0,5.0,2.5,14.0,0.0,4.0,27.0,,,,,,,,,,,,,0.0,0.0,0.0,2.0,0.0,0.0,8.0,,,,,,,,,,,,,
2025,14,1,14,Tyler Warren,Tight End,Penn State,Big Ten,Indianapolis,78.0,256.0,6.0,93.0,Penn State,2024.0,,,,,,,,2.0,1.0,0.0,Penn State,2023.0,,,,,,,,,,,,,,,,,38.0,104.0,8.0,1233.0,11.9,26.0,48.0,4.0,218.0,8.4,75.0,34.0,7.0,422.0,12.4,,,,,,Penn State,2022.0,,,,,,38.0,10.0,3.0,123.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,Penn State,2021.0,29.0,5.0,1.0,61.0,12.2,6.0,3.0,2.0,6.0,1.0,,,,,,,,,,11.0,11.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,
2025,15,1,15,Jalon Walker,Linebacker,Georgia,SEC,Atlanta,73.0,243.0,4.0,93.0,Georgia,2024.0,2.0,7.0,6.5,38.0,0.0,10.5,61.0,0.0,0.0,2.0,Georgia,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Georgia,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,5.0,14.0,0.0,5.5,20.0,,,,,,,,,,,,,0.0,0.0,1.0,5.0,0.0,2.0,9.0,,,,,,,,,,,,,
2025,16,1,16,Walter Nolen,Defensive Tackle,Ole Miss,SEC,Arizona,76.0,296.0,17.0,90.0,Ole Miss,2024.0,2.0,4.0,5.5,25.0,0.0,13.0,47.0,0.0,0.0,2.0,Texas A&M,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas A&M,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,3.5,20.0,0.0,8.0,36.0,,,,,,,,,,,,,0.0,1.0,1.0,17.0,0.0,2.5,29.0,0.0,0.0,2.0,,,,,,,,,,
2025,17,1,17,Shemar Stewart,Defensive Edge,Texas A&M,SEC,Cincinnati,77.0,267.0,22.0,89.0,Texas A&M,2024.0,2.0,7.0,1.5,14.0,0.0,5.5,31.0,,,,Texas A&M,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas A&M,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,2.0,6.0,1.5,5.0,0.0,2.0,11.0,,,,,,,,,,,,,0.0,4.0,1.5,11.0,0.0,3.5,23.0,0.0,0.0,1.0,,,,,,,,,,
2025,19,1,19,Emeka Egbuka,Wide Receiver,Ohio State,Big Ten,Tampa Bay,73.0,202.0,40.0,87.0,Ohio State,2024.0,,,,,,,,1.0,1.0,0.0,Ohio State,2023.0,,,,,3.3,8.0,7.0,0.0,23.0,,,,,,,,68.0,81.0,10.0,1011.0,12.5,8.0,13.0,0.0,33.0,4.1,28.0,41.0,4.0,514.0,12.5,5.0,9.0,0.0,25.0,5.0,Ohio State,2022.0,25.0,25.0,1.0,0.0,25.0,69.0,74.0,10.0,1151.0,15.6,11.0,27.0,2.0,87.0,7.9,,,,,,,,,,,,,,,,,,,,Ohio State,2021.0,85.0,9.0,0.0,191.0,21.2,,,,,,,,,,-1.0,-1.0,1.0,0.0,-1.0,,,,,,6.8,18.0,11.0,0.0,75.0,,,,,29.0,67.0,20.0,0.0,580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,
2025,20,1,20,Jahdae Barron,Cornerback,Texas,SEC,Denver,71.0,194.0,11.0,91.0,Texas,2024.0,10.0,2.0,1.0,46.0,0.0,2.5,67.0,0.0,0.0,1.0,Texas,2023.0,16.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,2021.0,,,,,,,,,,,16.4,5.0,0.0,82.0,,,,,,,,,,,,,,,,25.0,2.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,5.0,0.0,0.0,32.0,0.0,4.0,55.0,,,,,,,,,,,,,2.0,0.0,1.0,39.0,1.0,11.0,67.0,0.0,0.0,2.0,,,,3.0,0.0,0.0,12.0,0.0,1.0,18.0
2025,21,1,21,Derrick Harmon,Defensive Tackle,Oregon,Big Ten,Pittsburgh,77.0,313.0,15.0,91.0,Oregon,2024.0,2.0,10.0,5.0,25.0,0.0,10.5,43.0,0.0,0.0,2.0,Michigan State,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan State,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michigan State,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.5,16.0,0.0,3.5,40.0,,,,,,,,,,,,,1.0,3.0,2.0,8.0,0.0,3.0,28.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025,22,1,22,Omarion Hampton,Running Back,North Carolina,ACC,Los Angeles,72.0,221.0,21.0,90.0,North Carolina,2024.0,,,,,,,,1.0,0.0,0.0,North Carolina,2023.0,,,,,,,,,,,,,,,,,49.0,38.0,2.0,373.0,9.8,281.0,75.0,15.0,1660.0,5.9,29.0,29.0,1.0,222.0,7.7,253.0,68.0,15.0,1504.0,5.9,North Carolina,2022.0,21.6,36.0,7.0,0.0,151.0,15.0,6.0,1.0,40.0,6.7,88.0,58.0,6.0,401.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,,,,,,
2025,23,1,23,Matthew Golden,Wide Receiver,Texas,SEC,Green Bay,71.0,191.0,23.0,89.0,Texas,2024.0,,,,,,,,,,,Houston,2023.0,,,,,,,,,,,,,,,,,54.0,58.0,9.0,987.0,17.0,,,,,,39.0,38.0,6.0,404.0,10.6,,,,,,Houston,2022.0,20.8,25.0,4.0,0.0,83.0,44.0,38.0,7.0,584.0,15.4,,,,,,20.4,31.0,14.0,0.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,100.0,9.0,2.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,
2025,24,1,24,Donovan Jackson,Offensive Guard,Ohio State,Big Ten,Minnesota,76.0,315.0,55.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
